Name,contents,Course,Title,"Lesson 1-result","Lesson 1-date and time"
Arivu,Video,"Lesson 1",V-1.1.1,30%,"2019-12-27 07:53:47"
Arivu,quiz,"Lesson 1",-,-,-
Arivu,questionnaire,"Lesson 1",Questionnaire,×,"0000-00-00 00:00:00"
Arivu,questionnaire,"Lesson 1",Questionnaire,×,"0000-00-00 00:00:00"
Arivu,questionnaire,"Lesson 1",Questionnaire,×,"0000-00-00 00:00:00"
Arivu,questionnaire,"Lesson 1",Questionnaire,×,"0000-00-00 00:00:00"
Arivu,report,"Lesson 1",-,-,-
ts1,Video,"Lesson 1",V-1.1.4,30%,"2019-12-26 13:37:51"
ts1,Video,"Lesson 1",V-1.1.3,20%,"2019-12-26 10:46:56"
ts1,Video,"Lesson 1",V-1.1.2,50%,"2019-12-26 10:47:22"
ts1,Video,"Lesson 1",V-1.1.1,10%,"2019-12-26 11:09:11"
ts1,quiz,"Lesson 1",-,-,-
ts1,questionnaire,"Lesson 1",Questionnaire,×,"0000-00-00 00:00:00"
ts1,questionnaire,"Lesson 1",Questionnaire,×,"0000-00-00 00:00:00"
ts1,questionnaire,"Lesson 1",Questionnaire,×,"0000-00-00 00:00:00"
ts1,questionnaire,"Lesson 1",Questionnaire,×,"0000-00-00 00:00:00"
ts1,report,"Lesson 1",-,-,-
ts2,Video,"Lesson 1",V-1.1.4,0%,"2019-12-26 13:17:40"
ts2,Video,"Lesson 1",V-1.1.3,0%,"0000-00-00 00:00:00"
ts2,Video,"Lesson 1",V-1.1.2,10%,"2019-12-26 11:24:36"
ts2,Video,"Lesson 1",V-1.1.1,10%,"2019-12-26 13:15:30"
ts2,quiz,"Lesson 1",-,-,-
ts2,questionnaire,"Lesson 1",Questionnaire,×,"0000-00-00 00:00:00"
ts2,questionnaire,"Lesson 1",Questionnaire,×,"0000-00-00 00:00:00"
ts2,questionnaire,"Lesson 1",Questionnaire,×,"0000-00-00 00:00:00"
ts2,questionnaire,"Lesson 1",Questionnaire,×,"0000-00-00 00:00:00"
ts2,report,"Lesson 1",-,-,-
ts3,Video,"Lesson 1",V-1.1.4,0%,"0000-00-00 00:00:00"
ts3,Video,"Lesson 1",V-1.1.3,0%,"0000-00-00 00:00:00"
ts3,Video,"Lesson 1",V-1.1.2,0%,"0000-00-00 00:00:00"
ts3,Video,"Lesson 1",V-1.1.1,30%,"2019-12-27 07:38:53"
ts3,quiz,"Lesson 1",-,-,-
ts3,questionnaire,"Lesson 1",Questionnaire,×,"0000-00-00 00:00:00"
ts3,questionnaire,"Lesson 1",Questionnaire,×,"0000-00-00 00:00:00"
ts3,questionnaire,"Lesson 1",Questionnaire,×,"0000-00-00 00:00:00"
ts3,questionnaire,"Lesson 1",Questionnaire,×,"0000-00-00 00:00:00"
ts3,report,"Lesson 1",-,-,-
説明用,Video,"Lesson 1",V-1.1.4,0%,"2019-12-27 14:55:01"
説明用,Video,"Lesson 1",V-1.1.3,0%,"0000-00-00 00:00:00"
説明用,Video,"Lesson 1",V-1.1.2,0%,"2019-12-27 14:50:59"
説明用,Video,"Lesson 1",V-1.1.1,0%,"2019-12-27 14:54:48"
説明用,quiz,"Lesson 1",-,-,-
説明用,questionnaire,"Lesson 1",Questionnaire,×,"0000-00-00 00:00:00"
説明用,questionnaire,"Lesson 1",Questionnaire,×,"0000-00-00 00:00:00"
説明用,questionnaire,"Lesson 1",Questionnaire,×,"0000-00-00 00:00:00"
説明用,questionnaire,"Lesson 1",Questionnaire,×,"0000-00-00 00:00:00"
説明用,report,"Lesson 1",-,-,-
